obs,1num,2num,tic,3num,3CompanyID,1conm_x,2Company,3CompanyName,gvkey,1ceo_minority,2ExecType,2director_name,2BE(Black?),*name,3ethnicity (from boardex),discrepancy_2.Bermiss_3.BoardEx,*ceo_race,*ceo_successor_race,2Female,2ceo_gender,*ceo_gender,*ceo_successor_gender,ceo_name_2020_changed,source_verifying discrepant ceo name,*ExecType,*BlackTMTnum,*BlackTMT?,2First,2Last,3RoleName,3DirectorName,3Seniority,3ceo?,3DateStartRole,3DateEndRole,*2020active,3DirectorID,2AnnDate,2permno,2Confounded,2Interim
86,62,,WRK,704,2302775,WESTROCK CO,,WESTROCK CO,29830,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Steve Voorhees,Executive Director,1,7/1/15,3/15/21,Yes,325766,,,,
644,490,,DHR,170,8663,DANAHER CORP,,DANAHER CORP,3735,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman (Executive),Steven Rales,Executive Director,1,2/1/90,,Yes,36902,,,,
639,485,,TTWO,509,29924,TAKE-TWO INTERACTIVE SFTWR,,TAKE TWO INTERACTIVE SOFTWARE INC,64630,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman (Executive)/CEO,Strauss Zelnick,Executive Director,1,1/1/11,,Yes,333171,,,,
170,129,,LEN,335,18703,LENNAR CORP,,LENNAR CORP,6669,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman (Executive),Stuart Miller,Executive Director,1,4/11/18,9/1/23,Yes,61812,,,,
269,208,,O,464,25864,REALTY INCOME CORP,,REALTY INCOME CORP,30822,1,,,,,INDIAN/SOUTH ASIAN,No,Indian/SouthAsian,,,,,,,,,,,,,President/CEO,Sumit Roy,Executive Director,1,10/16/18,,Yes,1128307,,,,
470,357,,GOOGL,588,116351,ALPHABET INC,,ALPHABET INC (Google Inc prior to 10/2015),160329,1,,,,,INDIAN/SOUTH ASIAN,No,Indian/SouthAsian,,,,,,,,,,,,,CEO,Sundar Pichai,Executive Director,1,12/3/19,,Yes,887679,,,,
48,33,,SEE,491,27418,SEALED AIR CORP,,SEALED AIR CORP,9555,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Ted Doheny II,Executive Director,1,1/1/18,10/23/23,Yes,516421,,,,
139,107,,EVRG,717,2824528,EVERGY INC,,EVERGY INC,6338,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Terry Bassham,Executive Director,1,6/5/18,1/4/21,Yes,345671,,,,
545,420,,AIV,35,2310,APARTMENT INVST & MGMT CO,,APARTMENT INVESTMENT & MANAGEMENT CO (AIMCO),30490,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/CEO,The Hon. Terry Considine,Executive Director,1,2/10/09,12/15/20,Yes,87112,,,,
499,382,,CME,590,268946,CME GROUP INC,,CME GROUP INC (Chicago Mercantile Exchange Holdings Inc prior to 07/2007),149070,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/CEO,The Hon. Terry Duffy,Executive Director,1,11/10/16,,Yes,91452,,,,
554,428,,LRCX,334,18384,LAM RESEARCH CORP,,LAM RESEARCH CORP,6565,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Tim Archer,Executive Director,1,12/5/18,,Yes,487342,,,,
459,347,,AAPL,36,2355,APPLE INC,,APPLE INC (Apple Computer Inc prior to 01/2007),1690,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,CEO,Tim Cook,Executive Director,1,8/24/11,,Yes,55422,,,,
104,79,,AVB,45,3169,AVALONBAY COMMUNITIES INC,,AVALONBAY COMMUNITIES INC,29875,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/President/CEO,Tim Naughton,Executive Director,1,5/22/13,2/1/21,Yes,204883,,,,
392,298,,F,638,1227085,FORD MOTOR CO,,FIORE GOLD LTD (Fiore Exploration Ltd prior to 09/2017) (De-listed 01/2022),4839,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,CEO,Tim Warman,Executive Director,1,9/25/17,1/12/22,Yes,735131,,,,
335,256,,DG,647,1605214,DOLLAR GENERAL CORP,,DOLLAR GENERAL CORP,4016,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,CEO,Todd Vasos,Executive Director,1,6/3/15,11/1/22,Yes,487710,,,,
239,181,,WELL,271,14484,WELLTOWER INC,,WELLTOWER INC (Health Care REIT Inc prior to 09/2015),5543,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/CEO,Tom DeRosa,Executive Director,1,5/2/19,10/5/20,Yes,183802,,,,
106,81,,D,186,9491,DOMINION ENERGY INC,,DOMINION ENERGY INC (Dominion Resources Inc (Virginia) prior to 05/2017),4029,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/President/CEO,Tom Farrell II,Executive Director,1,4/27/07,10/1/20,Yes,36934,,,,
26,17,,AAP,585,95856,ADVANCE AUTO PARTS INC,,ADVANCE AUTO PARTS INC,145977,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Tom Greco,Executive Director,1,8/14/16,9/11/23,Yes,1013356,,,,
197,146,,VMC,556,32979,VULCAN MATERIALS CO,,VULCAN MATERIALS CO,11228,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/President/CEO,Tom Hill,Executive Director,1,1/1/16,9/20/23,Yes,1085549,,,,
645,490,,DHR,172,8663,DANAHER CORP,,DANAHER CORP,3735,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Tom Joyce Jr,Executive Director,1,9/9/14,9/1/20,Yes,490718,,,,
113,87,,CMI,166,8426,CUMMINS INC,,CUMMINS INC,3650,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/CEO,Tom Linebarger,Executive Director,1,1/1/12,8/1/22,Yes,203776,,,,
548,422,,NEM,393,22069,NEWMONT CORP,,NEWMONT CORP (Newmont Goldcorp Corp prior to 01/2020),7881,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Tom Palmer,Executive Director,1,10/1/19,,Yes,1378869,,,,
303,236,,CHTR,652,1661731,CHARTER COMMUNICATIONS INC,,CHARTER COMMUNICATIONS INC (Spectrum),126136,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/CEO,Tom Rutledge,Executive Director,1,7/26/16,11/30/22,Yes,334487,,,,
133,102,,UDR,543,32094,UDR INC,,UDR INC (United Dominion Realty Trust Inc prior to 03/2007),10894,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/CEO,Tom Toomey,Executive Director,1,1/1/19,,Yes,181650,,,,
136,105,,LW,710,2558653,LAMB WESTON HOLDINGS INC,,LAMB WESTON HOLDINGS INC,28790,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Tom Werner,Executive Director,1,11/9/16,,Yes,1595178,,,,
373,286,,PH,423,23834,PARKER-HANNIFIN CORP,,PARKER-HANNIFIN CORP,8358,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/CEO,Tom Williams,Executive Director,1,1/1/16,1/1/23,Yes,502142,,,,
494,378,,ALL,16,1534,ALLSTATE CORP,,ALLSTATE CORP,28349,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/President/CEO,Tom Wilson II,Executive Director,1,2/23/18,,Yes,34944,,,,
289,225,,CF,611,665753,CF INDUSTRIES HOLDINGS INC,,CF INDUSTRIES HLDGS INC,163946,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Tony Will,Executive Director,1,1/2/14,,Yes,534187,,,,
90,66,,FANG,675,1895607,DIAMONDBACK ENERGY INC,,DIAMONDBACK ENERGY INC,170750,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,CEO,Travis Stice,Executive Director,1,1/1/17,2/22/22,Yes,1277021,,,,
372,285,,PGR,448,25199,PROGRESSIVE CORP-OHIO,,PROGRESSIVE CORP (OHIO),13341,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Tricia Griffith,Executive Director,1,7/1/16,,Yes,40291,,,,
479,364,,MXIM,362,19863,MAXIM INTEGRATED PRODUCTS,,MAXIM INTEGRATED PRODUCTS INC (De-listed 08/2021),14256,1,,,,,MIDDLE-EASTERN/NORTH AFRICAN,No,MiddleEastern/NorthAfrican,,,,,,,,,,,,,President/CEO,Tunc Doluca,Executive Director,1,1/1/07,8/26/21,Yes,36387,,,,
46,31,,IR,712,2656398,INGERSOLL RAND INC,,INGERSOLL RAND INC (Gardner Denver Holdings Inc prior to 03/2020),30098,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Vicente Reynal,Executive Director,1,5/12/17,11/9/21,Yes,1912562,,,,
215,161,,OXY,405,22899,OCCIDENTAL PETROLEUM CORP,,OCCIDENTAL PETROLEUM CORP,8068,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Vicki Hollub,Executive Director,1,4/29/16,,Yes,1304382,,,,
357,275,,MTCH,540,32019,MATCH GROUP INC,,MATCH GROUP INC (IAC InterActiveCorp prior to 07/2020),26061,1,,,,,INDIAN/SOUTH ASIAN,No,Indian/SouthAsian,,,,,,,,,,,,,Vice Chairman (Executive),Victor Kaufman,Executive Director,1,10/1/99,6/30/20,Yes,43526,,,,
491,375,,XLNX,574,33857,XILINX INC,,XILINX INC (De-listed 02/2022),22325,1,,,,,ASIAN (EXCLUDE INDIAN/SOUTH ASIAN),No,Asian,,,,,,,,,,,,,President/CEO,Victor Peng,Executive Director,1,1/29/18,2/14/22,Yes,339239,,,,
417,313,,ADI,30,2145,ANALOG DEVICES INC,,ANALOG DEVICES INC,1632,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Vincent Roche,Executive Director,1,5/6/13,3/9/22,Yes,35469,,,,
518,398,,COST,161,8022,COSTCO WHOLESALE CORP,,COSTCO WHOLESALE CORP,29028,0,,,,Daniel O'Day,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,W Jelinek,Executive Director,1,1/1/12,2/2/22,Yes,43701,,,,
132,101,,SCHW,488,27292,SCHWAB (CHARLES) CORP,,CHARLES SCHWAB CORP,13988,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Walt Bettinger II,Executive Director,1,10/1/08,10/15/21,Yes,486476,,,,
27,18,,MLM,359,19739,MARTIN MARIETTA MATERIALS,,MARTIN MARIETTA MATERIALS INC,29733,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/President/CEO,Ward Nye,Executive Director,1,5/22/14,,Yes,841525,,,,
566,440,,AEE,24,1976,AMEREN CORP,,AMEREN CORP,10860,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/President/CEO,Warner Baxter,Executive Director,1,7/1/14,1/1/22,Yes,51707,,,,
187,142,,BRK.B,61,4080,BERKSHIRE HATHAWAY,,BERKSHIRE HATHAWAY INC,2176,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/CEO,Warren Buffett,Executive Director,1,1/1/70,,Yes,32543,,,,
262,202,,PNC,434,24669,PNC FINANCIAL SVCS GROUP INC,,PNC FINANCIAL SERVICES GROUP INC,8245,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/President/CEO,William Demchak,Executive Director,1,4/22/14,2/20/24,Yes,44576,,,,
233,177,,KR,330,18195,KROGER CO,,KROGER CO,6502,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/CEO,William McMullen,Executive Director,1,1/1/15,,Yes,35937,,,,
198,146,,VMC,694,2034565,VULCAN MATERIALS CO,,VICINITY MOTOR CORP (Grande West Transportation Group Inc prior to 03/2021),11228,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,William Trainer,Executive Director,1,8/26/19,,Yes,1537148,,,,
349,268,,CPRT,159,7852,COPART INC,,COPART INC,29901,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman (Executive),Willis Johnson,Executive Director,1,2/12/10,,Yes,183354,,,,
480,365,,NFLX,584,93427,NETFLIX INC,,NETFLIX INC,147579,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/President/CEO,Wilmot Hastings Jr,Executive Director,1,7/1/99,7/14/20,Yes,182088,,,,
309,241,,WRB,58,4078,BERKLEY (W R) CORP,,W.R. BERKLEY CORP,14822,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman (Executive),Wm Berkley Sr,Executive Director,1,10/31/15,,Yes,82207,,,,
16,10,,TWX,,,WarnerMedia,,,164296,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,,,,,,,Yes,,,,,
30,19,,RHT,,,RED HAT INC,,,122841,0,,,,Paul Cormier,,,White,Male,,,Male,,,,,,,,,,,,,,,,,,,,
40,27,,ALB,,,ALBEMARLE CORP,,,29751,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,,,,,,,Yes,,,,,
47,32,,NUE,,,NUCOR CORP,,,8030,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,,,,,,,Yes,,,,,
61,44,,CEG,,,CONSTELLATION ENE CORP,,,40614,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,,,,,,,Yes,,,,,
63,46,,UAA,,,UNDER ARMOUR INC,,,165052,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,,,,,,,Yes,,,,,
91,67,,MO,,,ALTRIA GROUP INC,,,8543,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,,,,,,,Yes,,,,,
99,74,,VRSN,,,VERISIGN INC,,,66368,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,,,,,,,Yes,,,,,
101,76,,LEG,,,LEGGETT & PLATT INC,,,6649,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,,,,,,,Yes,,,,,
102,77,,LEG,,,LEGGETT & PLATT INC,,,6649,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,,,,,,,Yes,,,,,
115,88,,TSCO,,,TRACTOR SUPPLY CO,,,29736,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,,,,,,,Yes,,,,,
119,92,,VTRS,,,VIATRIS INC,,,7637,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,,,,,,,Yes,,,,,
120,93,,FISV,,,FISERV INC,,,12635,1,,,,,ASIAN (EXCLUDE INDIAN/SOUTH ASIAN),No,Asian,,,,,,,,,,,,,,,,,,,Yes,,,,,
126,97,,DOW,,,DOW INC,,,34443,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,,,,,,,Yes,,,,,
219,165,,SYY,,,SYSCO CORP,,,10247,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,,,,,,,Yes,,,,,
220,166,,TRGP,,,TARGA RESOURCES CORP,,,185532,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,,,,,,,Yes,,,,,
224,169,,CARR,,,CARRIER GLOBAL CORP,,,36191,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,,,,,,,Yes,,,,,
238,180,,WAT,,,WATERS CORP,,,61574,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,,,,,,,Yes,,,,,
241,182,,BDX,,,BECTON DICKINSON & CO,,,2111,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,,,,,,,Yes,,,,,
251,191,,VLO,,,VALERO ENERGY CORP,,,15247,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,,,,,,,Yes,,,,,
257,197,,YUM,,,YUM BRANDS INC,,,65417,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,,,,,,,Yes,,,,,
260,200,,HWM,,,HOWMET AEROSPACE INC,,,28192,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,,,,,,,Yes,,,,,
261,201,,KHC,,,KRAFT HEINZ CO,,,5568,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,,,,,,,Yes,,,,,
283,221,,ABT,,,ABBOTT LABORATORIES,,,1078,1,,,,,HISPANIC/LATIN AMERICAN,No,Hispanic,,,,,,,,,,,,,,,,,,,Yes,,,,,
291,227,,FBHS,,,FORTUNE BRANDS HOME & SECUR,,,188255,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,,,,,,,Yes,,,,,
299,232,,ABC,,,AMERISOURCEBERGEN CORP,,,31673,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,,,,,,,Yes,,,,,
318,245,,OTIS,,,OTIS WORLDWIDE CORP,,,36190,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,,,,,,,Yes,,,,,
346,266,,CE,,,CELANESE CORP,,,162254,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,,,,,,,Yes,,,,,
347,267,,CMA,,,COMERICA INC,,,3231,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,,,,,,,Yes,,,,,
353,272,,KMB,,,KIMBERLY-CLARK CORP,,,6435,1,,,,,ASIAN (EXCLUDE INDIAN/SOUTH ASIAN),No,Asian,,,,,,,,,,,,,,,,,,,Yes,,,,,
366,280,,NKE,,,NIKE INC -CL B,,,7906,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,,,,,,,Yes,,,,,
368,282,,AWK,,,AMERICAN WATER WORKS CO INC,,,179437,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,,,,,,,Yes,,,,,
381,290,,IBM,,,INTL BUSINESS MACHINES CORP,,,6066,1,,,,,INDIAN/SOUTH ASIAN,No,Indian/SouthAsian,,,,,,,,,,,,,,,,,,,Yes,,,,,
382,291,,MA,,,MASTERCARD INC,,,160225,1,,,,,INDIAN/SOUTH ASIAN,No,Indian/SouthAsian,,,,,,,,,,,,,,,,,,,Yes,,,,,
386,295,,DD,,,DUPONT DE NEMOURS INC,,,4060,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,,,,,,,Yes,,,,,
416,312,,XEL,,,XCEL ENERGY INC,,,7977,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,,,,,,,Yes,,,,,
429,323,,RTX,,,RAYTHEON TECHNOLOGIES CORP,,,10983,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,,,,,,,Yes,,,,,
468,355,,EBAY,,,EBAY INC,,,114524,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,,,,,,,Yes,,,,,
485,370,,SIVB,,,SVB FINANCIAL GROUP,,,17120,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,,,,,,,Yes,,,,,
488,372,,TRMB,,,TRIMBLE INC,,,22815,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,,,,,,,Yes,,,,,
490,374,,WDC,,,WESTERN DIGITAL CORP,,,11399,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,,,,,,,Yes,,,,,
502,385,,GEHC,,,GE HEALTHCARE TECHNOLOGI INC,,,41818,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,,,,,,,Yes,,,,,
503,386,,IEX,,,IDEX CORP,,,15267,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,,,,,,,Yes,,,,,
526,405,,TMUS,,,T-MOBILE US INC,,,17874,0,,,,Fabrizio Freda,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,,,,,,,Yes,,,,,
549,423,,PEAK,,,HEALTHPEAK PROPERTIES INC,,,13125,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,,,,,,,Yes,,,,,
558,432,,AMT,,,AMERICAN TOWER CORP,,,105365,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,,,,,,,Yes,,,,,
562,436,,STT,,,STATE STREET CORP,,,10035,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,,,,,,,Yes,,,,,
563,437,,VRTX,,,VERTEX PHARMACEUTICALS INC,,,24344,1,,,,,INDIAN/SOUTH ASIAN,No,Indian/SouthAsian,,,,,,,,,,,,,,,,,,,Yes,,,,,
574,443,,CRM,,,SALESFORCE INC,,,157855,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,,,,,,,Yes,,,,,
575,444,,FRC,,,FIRST REPUBLIC BANK,,,14275,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,,,,,,,Yes,,,,,
576,445,,GPS,,,GAP INC,,,4990,1,,,,,INDIAN/SOUTH ASIAN,No,Indian/SouthAsian,,,,,,,,,,,,,,,,,,,Yes,,,,,
584,449,,AIG,,,AMERICAN INTERNATIONAL GROUP,,,1487,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,,,,,,,Yes,,,,,
,,,,,,,,,,0,,,,Joanne Crevoiserat ,,,White,,,,Female,,,,,,,,,,,,,7/20/20,,,,,,,1
,,,,,,,,,,,,,,Stephen B. Bratspies,,,White,,,,Male,,,,,,,,,,,,,8/3/20,,,,,,,
