obs,1num,tic,1conm_x,gvkey,1ceo_minority,new_director_source,new_director_name,2director_race(black),2num,2Company,2AnnDate,2permno,TMT_verify_link(Manual Check),*TMT_Active_in_2020_afterMay26(Manual Check),CrossVerify_2role_type,2Confounded,2Interim,2gender(female?),blackTMT?,Num_Black_TMT,EverHad_Black_TMT,3num,3CompanyID,3DirectorID,3CompanyName,3RoleName,1ethnicity (from boardex),3DateStartRole,3DateEndRole,3Seniority,Director_EverBeen_CEO?,3Director_Active_in_2020_afterMay26
701,202,PNC,PNC FINANCIAL SVCS GROUP INC,8245,0,3BoardEx,William Demchak,,,,,,,Yes,,,,,,0,0,434,24669,44576,PNC FINANCIAL SERVICES GROUP INC,Chairman/President/CEO,CAUCASIAN/WHITE,4/22/14,2/20/24,Executive Director,1,Yes
702,458,EL,ESTEE LAUDER COMPANIES INC,61567,0,3BoardEx,William Lauder,1,236,Estee Lauder,7/18/12,82642,,,TMT,0,,1,1,2,1,217,11074,51266,ESTEE LAUDER COS INC,Chairman (Executive),CAUCASIAN/WHITE,7/1/09,,Executive Director,0,Yes
703,458,EL,ESTEE LAUDER COMPANIES INC,61567,0,3BoardEx,William Lauder,1,238,Estee Lauder,7/18/12,82642,,,TMT,0,,1,1,2,1,217,11074,51266,ESTEE LAUDER COS INC,Chairman (Executive),CAUCASIAN/WHITE,7/1/09,,Executive Director,0,Yes
704,177,KR,KROGER CO,6502,0,3BoardEx,William McMullen,,,,,,,Yes,,,,,,0,0,330,18195,35937,KROGER CO,Chairman/CEO,CAUCASIAN/WHITE,1/1/15,,Executive Director,1,Yes
705,240,URI,UNITED RENTALS INC,66065,0,2Bermiss,William Plummer,1,226,United Rentals,11/24/08,85663,,,TMT,1,,0,1,1,1,546,32144,628081,UNITED RENTALS INC,President/CEO,CAUCASIAN/WHITE,5/8/19,,Executive Director,1,Yes
706,45,TROW,PRICE (T. ROWE) GROUP,12138,0,2Bermiss,William Stromberg,0,107,T. Rowe Price Group,5/6/15,10138,,Yes,CEO,1,0,0,,0,0,443,25020,489855,T ROWE PRICE GROUP INC,Chairman/President/CEO,CAUCASIAN/WHITE,4/25/19,2/11/21,Executive Director,1,Yes
707,146,VMC,VULCAN MATERIALS CO,11228,0,3BoardEx,William Trainer,,,,,,,Yes,,,,,,0,0,694,2034565,1537148,VICINITY MOTOR CORP (Grande West Transportation Group Inc prior to 03/2021),President/CEO,CAUCASIAN/WHITE,8/26/19,,Executive Director,1,Yes
708,289,MRK,MERCK & CO,7257,1,2Bermiss,Willie Deese,1,179,Merck,5/25/05,22752,,,TMT,0,,0,1,4,1,484,27219,31551,MERCK & CO INC (Schering-Plough Corp prior to 11/2009),Chairman/President/CEO,BLACK/AFRICAN AMERICAN,12/1/11,4/1/21,Executive Director,1,Yes
709,268,CPRT,COPART INC,29901,0,3BoardEx,Willis Johnson,,,,,,,Yes,,,,,,0,0,159,7852,183354,COPART INC,Chairman (Executive),CAUCASIAN/WHITE,2/12/10,,Executive Director,0,Yes
710,365,NFLX,NETFLIX INC,147579,0,3BoardEx,Wilmot Hastings Jr,,,,,,,Yes,,,,,,0,0,584,93427,182088,NETFLIX INC,Chairman/President/CEO,CAUCASIAN/WHITE,7/1/99,7/14/20,Executive Director,1,Yes
711,241,WRB,BERKLEY (W R) CORP,14822,0,3BoardEx,Wm Berkley Sr,,,,,,,Yes,,,,,,0,0,58,4078,82207,W.R. BERKLEY CORP,Chairman (Executive),CAUCASIAN/WHITE,10/31/15,,Executive Director,0,Yes
712,277,T,AT&T INC,9899,0,2Bermiss,Xavier Williams,1,253,AT&T,10/12/17,66093,,,TMT,0,,0,1,2,1,516,30372,336808,TELUS CORP,President/CEO,CAUCASIAN/WHITE,8/10/15,,Executive Director,1,Yes
713,277,T,AT&T INC,9899,0,2Bermiss,Xavier Williams,1,253,AT&T,10/12/17,66093,,,TMT,0,,0,1,2,1,482,27163,33072,AT&T INC (SBC Communications Inc prior to 11/2005),Chairman/CEO,CAUCASIAN/WHITE,10/1/19,7/1/20,Executive Director,1,Yes
714,448,WFC,WELLS FARGO & CO,8007,0,2Bermiss,Yvette Hollingsworth Clark,1,197,Wells Fargo,5/14/12,38703,,,TMT,0,,1,1,2,1,617,817190,1046778,WALL FINANCIAL CORP,President/CEO/CFO/Treasurer,CAUCASIAN/WHITE,7/6/94,,Executive Director,1,Yes
715,448,WFC,WELLS FARGO & CO,8007,0,2Bermiss,Yvette Hollingsworth Clark,1,197,Wells Fargo,5/14/12,38703,,,TMT,0,,1,1,2,1,565,33264,33951,WELLS FARGO & CO,President/CEO,CAUCASIAN/WHITE,10/21/19,,Executive Director,1,Yes
716,1,MHK,MOHAWK INDUSTRIES INC,25119,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,383,20964,64542,MOHAWK INDUSTRIES INC,Chairman/CEO,CAUCASIAN/WHITE,11/4/09,,Executive Director,1,Yes
717,2,ODFL,OLD DOMINION FREIGHT,24617,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,407,23040,272632,OLD DOMINION FREIGHT LINE INC,Chairman (Executive),CAUCASIAN/WHITE,5/16/18,,Executive Director,0,Yes
718,2,ODFL,OLD DOMINION FREIGHT,24617,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,406,23040,272624,OLD DOMINION FREIGHT LINE INC,Senior Chairman (Executive),CAUCASIAN/WHITE,5/16/18,1/1/21,Executive Director,0,Yes
719,2,ODFL,OLD DOMINION FREIGHT,24617,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,408,23040,896206,OLD DOMINION FREIGHT LINE INC,President/CEO,CAUCASIAN/WHITE,5/16/18,6/30/23,Executive Director,1,Yes
720,4,JBHT,HUNT (JB) TRANSPRT SVCS INC,5783,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,290,15223,141642,HUNT(J.B.)TRANSPORT SERVICES INC,Chairman,CAUCASIAN/WHITE,1/1/11,1/1/21,Executive Director,0,Yes
721,4,JBHT,HUNT (JB) TRANSPRT SVCS INC,5783,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,291,15223,497950,HUNT(J.B.)TRANSPORT SERVICES INC,President/CEO,CAUCASIAN/WHITE,1/1/11,8/1/22,Executive Director,1,Yes
722,6,LH,LABORATORY CP OF AMER HLDGS,14960,0,2Bermiss,,,,,,,,No,,,,,,0,0,332,18319,495421,LABORATORY CORP OF AMERICA HLDGS (LABCORP),President/CEO,CAUCASIAN/WHITE,11/1/19,5/13/20,Executive Director,1,No
723,6,LH,LABORATORY CP OF AMER HLDGS,14960,0,2Bermiss,,,,,,,,No,,,,,,0,0,331,18319,205961,LABORATORY CORP OF AMERICA HLDGS (LABCORP),Chairman (Executive),CAUCASIAN/WHITE,10/31/19,5/13/20,Executive Director,0,No
724,7,TSN,TYSON FOODS INC -CL A,10793,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,529,31563,140460,TYSON FOODS INC,Chairman (Executive),CAUCASIAN/WHITE,11/17/11,,Executive Director,0,Yes
725,7,TSN,TYSON FOODS INC -CL A,10793,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,530,31563,453851,TYSON FOODS INC,CEO,CAUCASIAN/WHITE,12/20/19,10/3/20,Executive Director,1,Yes
726,8,MKC,MCCORMICK & CO INC,7146,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,363,19939,481697,MCCORMICK & CO INC,Chairman/President/CEO,CAUCASIAN/WHITE,1/31/17,6/1/22,Executive Director,1,Yes
727,10,TWX,WarnerMedia,164296,0,2Bermiss,,,,,,,,No,,,,,,0,0,,,,,,CAUCASIAN/WHITE,,,,0,No
728,10,TWX,WarnerMedia,164296,0,3BoardEx,,,,,,,,No,,,,,,0,0,,,,,,CAUCASIAN/WHITE,,,,0,No
729,11,WMB,WILLIAMS COS INC,11506,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,570,33512,443291,WILLIAMS COMPANIES INC,President/CEO,CAUCASIAN/WHITE,1/3/11,,Executive Director,1,Yes
730,13,GPC,GENUINE PARTS CO,5125,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,258,13110,547628,GENUINE PARTS CO,Chairman/CEO,CAUCASIAN/WHITE,4/22/19,,Executive Director,1,Yes
731,15,QRVO,QORVO INC,64853,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,702,2204149,181113,QORVO INC,President/CEO,CAUCASIAN/WHITE,1/2/15,,Executive Director,1,Yes
732,16,AFL,AFLAC INC,1449,0,3BoardEx,,1,164,A_ac,5/5/14,57904,,,TMT,1,,1,1,2,1,,,,,,CAUCASIAN/WHITE,,,,0,No
733,16,AFL,AFLAC INC,1449,0,3BoardEx,,1,250,A_ac,9/29/14,57904,,,TMT,1,,1,1,2,1,,,,,,CAUCASIAN/WHITE,,,,0,No
734,17,AAP,ADVANCE AUTO PARTS INC,145977,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,585,95856,1013356,ADVANCE AUTO PARTS INC,President/CEO,CAUCASIAN/WHITE,8/14/16,9/11/23,Executive Director,1,Yes
735,18,MLM,MARTIN MARIETTA MATERIALS,29733,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,359,19739,841525,MARTIN MARIETTA MATERIALS INC,Chairman/President/CEO,CAUCASIAN/WHITE,5/22/14,,Executive Director,1,Yes
736,19,RHT,RED HAT INC,122841,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,639,1243400,1664864,RELIQ HEALTH TECHNOLOGIES INC (Moseda Technologies Inc prior to 05/2016),CEO,,1/18/16,12/11/23,Executive Director,1,Yes
737,20,FRT,FEDERAL REALTY INVESTMENT TR,4605,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,234,11649,332472,FEDERAL REALTY INVESTMENT TRUST,President/CEO,CAUCASIAN/WHITE,1/1/03,3/11/21,Executive Director,1,Yes
738,21,HST,HOST HOTELS & RESORTS INC,7063,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,286,15093,38651,HOST HOTELS & RESORTS INC,Chairman,CAUCASIAN/WHITE,12/29/98,,Executive Director,0,Yes
739,21,HST,HOST HOTELS & RESORTS INC,7063,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,288,15093,205949,HOST HOTELS & RESORTS INC,President/CEO,CAUCASIAN/WHITE,1/1/17,,Executive Director,1,Yes
740,23,MAR,MARRIOTT INTL INC,28930,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,355,19706,38571,MARRIOTT INTERNATIONAL INC,President/CEO,CAUCASIAN/WHITE,3/31/12,2/15/21,Executive Director,1,Yes
741,23,MAR,MARRIOTT INTL INC,28930,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,353,19706,24849,MARRIOTT INTERNATIONAL INC,Chairman (Executive),CAUCASIAN/WHITE,3/31/12,5/6/22,Executive Director,0,Yes
742,24,DVN,DEVON ENERGY CORP,14934,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,180,9103,62347,DEVON ENERGY CORP,President/CEO,CAUCASIAN/WHITE,6/8/16,1/7/21,Executive Director,1,Yes
743,25,PAYC,PAYCOM SOFTWARE INC,20116,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,695,2061294,1388163,PAYCOM SOFTWARE INC,Chairman/President/CEO,CAUCASIAN/WHITE,8/1/16,2/7/24,Executive Director,1,Yes
744,26,EMN,EASTMAN CHEMICAL CO,29392,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,196,9940,534777,EASTMAN CHEMICAL CO,Chair/CEO,CAUCASIAN/WHITE,6/30/14,,Executive Director,1,Yes
745,27,ALB,ALBEMARLE CORP,29751,0,2Bermiss,,,,,,,,No,,,,,,0,0,,,,,,CAUCASIAN/WHITE,,,,0,No
746,27,ALB,ALBEMARLE CORP,29751,0,3BoardEx,,,,,,,,No,,,,,,0,0,,,,,,CAUCASIAN/WHITE,,,,0,No
747,28,BAC,BANK OF AMERICA CORP,7647,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,81,4504,35043,BANK OF AMERICA CORP,Chair/President/CEO,CAUCASIAN/WHITE,10/1/14,,Executive Director,1,Yes
748,28,BAC,BANK OF AMERICA CORP,7647,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,550,32507,454544,VERIZON COMMUNICATIONS INC,Chairman/CEO,CAUCASIAN/WHITE,3/8/19,,Executive Director,1,Yes
749,29,DUK,DUKE ENERGY CORP,4093,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,623,867887,204347,DUKE ENERGY CORP,Chairman/President/CEO,CAUCASIAN/WHITE,1/1/16,,Executive Director,1,Yes
750,30,HON,HONEYWELL INTERNATIONAL INC,1300,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,283,15029,1205682,HONEYWELL INTERNATIONAL INC (AlliedSignal Inc prior to 01/2000),Chairman/CEO,CAUCASIAN/WHITE,4/23/18,6/1/23,Executive Director,1,Yes
751,31,IR,INGERSOLL RAND INC,30098,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,299,16041,336406,TRANE TECHNOLOGIES PLC (Ingersoll-Rand PLC prior to 03/2020),Chairman/CEO,CAUCASIAN/WHITE,6/4/10,7/1/21,Executive Director,1,Yes
752,31,IR,INGERSOLL RAND INC,30098,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,712,2656398,1912562,INGERSOLL RAND INC (Gardner Denver Holdings Inc prior to 03/2020),President/CEO,CAUCASIAN/WHITE,5/12/17,11/9/21,Executive Director,1,Yes
753,32,NUE,NUCOR CORP,8030,0,2Bermiss,,,,,,,,No,,,,,,0,0,,,,,,CAUCASIAN/WHITE,,,,0,No
754,32,NUE,NUCOR CORP,8030,0,3BoardEx,,,,,,,,No,,,,,,0,0,,,,,,CAUCASIAN/WHITE,,,,0,No
755,33,SEE,SEALED AIR CORP,9555,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,491,27418,516421,SEALED AIR CORP,President/CEO,CAUCASIAN/WHITE,1/1/18,10/23/23,Executive Director,1,Yes
756,34,TFC,TRUIST FINANCIAL CORP,11856,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,53,3718,39271,TRUIST FINANCIAL CORP (BB&T Corp prior to 12/2019),Chairman/CEO,CAUCASIAN/WHITE,12/20/16,9/12/21,Executive Director,1,Yes
757,35,XRAY,DENTSPLY SIRONA INC,13700,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,179,9023,590656,DENTSPLY SIRONA INC (DENTSPLY International Inc prior to 02/2016),CEO,CAUCASIAN/WHITE,2/12/18,4/19/22,Executive Director,1,Yes
758,36,ALGN,ALIGN TECHNOLOGY INC,141384,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,14,1384,32461,ALIGN TECHNOLOGY INC,President/CEO,CAUCASIAN/WHITE,6/1/15,,Executive Director,1,Yes
759,37,FCX,FREEPORT-MCMORAN INC,14590,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,249,12493,206065,FREEPORT-MCMORAN INC (Freeport-McMoRan Copper & Gold Inc prior to 07/2014),Vice Chairman/President/CEO,CAUCASIAN/WHITE,5/31/13,2/2/21,Executive Director,1,Yes
760,38,MCHP,MICROCHIP TECHNOLOGY INC,27965,1,2Bermiss,,,,,,,,Yes,,,,,,0,0,373,20566,61502,MICROCHIP TECHNOLOGY INC,Chairman/CEO,INDIAN/SOUTH ASIAN,2/3/16,3/1/21,Executive Director,1,Yes
761,39,NLOK,NORTONLIFELOCK INC,15855,0,3BoardEx,,1,133,Symantec,4/14/99,75607,,No,CEO,0,0,0,1,2,1,,,,,,CAUCASIAN/WHITE,,,,0,No
762,39,NLOK,NORTONLIFELOCK INC,15855,0,3BoardEx,,1,233,Symantec,8/1/08,75607,,,TMT,1,,0,1,2,1,,,,,,CAUCASIAN/WHITE,,,,0,No
763,40,ON,ON SEMICONDUCTOR CORP,134932,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,410,23134,200418,ON SEMICONDUCTOR CORP,President/CEO,CAUCASIAN/WHITE,11/19/02,12/7/20,Executive Director,1,Yes
764,41,PNW,PINNACLE WEST CAPITAL CORP,1075,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,431,24493,891832,PINNACLE WEST CAPITAL CORP,Chairman/President/CEO,CAUCASIAN/WHITE,11/15/19,,Executive Director,1,Yes
765,42,RSG,REPUBLIC SERVICES INC,112168,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,467,26097,205673,REPUBLIC SERVICES INC,CEO,CAUCASIAN/WHITE,5/1/19,5/21/21,Executive Director,1,Yes
766,43,DLTR,DOLLAR TREE INC,31587,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,182,9474,106603,DOLLAR TREE INC,Chairman (Executive),CAUCASIAN/WHITE,9/18/17,3/16/22,Executive Director,0,Yes
767,43,DLTR,DOLLAR TREE INC,31587,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,184,9474,452406,DOLLAR TREE INC,CEO,CAUCASIAN/WHITE,12/9/19,7/20/20,Executive Director,1,Yes
768,44,CEG,CONSTELLATION ENE CORP,40614,0,2Bermiss,,,,,,,,No,,,,,,0,0,,,,,,CAUCASIAN/WHITE,,,,0,No
769,44,CEG,CONSTELLATION ENE CORP,40614,0,3BoardEx,,,,,,,,No,,,,,,0,0,,,,,,CAUCASIAN/WHITE,,,,0,No
770,46,UAA,UNDER ARMOUR INC,165052,0,2Bermiss,,,,,,,,No,,,,,,0,0,,,,,,CAUCASIAN/WHITE,,,,0,No
771,46,UAA,UNDER ARMOUR INC,165052,0,3BoardEx,,,,,,,,No,,,,,,0,0,,,,,,CAUCASIAN/WHITE,,,,0,No
772,47,EXR,EXTRA SPACE STORAGE INC,160479,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,602,600874,375394,EXTRA SPACE STORAGE INC,CEO,CAUCASIAN/WHITE,5/18/17,,Executive Director,1,Yes
773,48,ZION,ZIONS BANCORPORATION NA,11687,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,578,34139,57861,ZIONS BANCORPORATION NA (Zions Bancorporation prior to 10/2018),Chairman/CEO,CAUCASIAN/WHITE,3/4/14,,Executive Director,1,Yes
774,49,DAL,DELTA AIR LINES INC,3851,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,178,8946,333894,DELTA AIR LINES INC,CEO,CAUCASIAN/WHITE,5/2/16,,Executive Director,1,Yes
775,50,EFX,EQUIFAX INC,4423,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,649,1630130,1385042,ENERFLEX LTD,President/CEO,CAUCASIAN/WHITE,5/3/19,,Executive Director,1,Yes
776,50,EFX,EQUIFAX INC,4423,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,211,10896,202312,EQUIFAX INC,CEO,CAUCASIAN/WHITE,4/16/18,,Executive Director,1,Yes
777,51,FLT,FLEETCOR TECHNOLOGIES INC,184700,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,674,1894801,554070,DRONE DELIVERY CANADA CORP (Asher Resources Corp prior to 06/2016),President/CEO,CAUCASIAN/WHITE,6/10/19,2/22/22,Executive Director,1,Yes
778,51,FLT,FLEETCOR TECHNOLOGIES INC,184700,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,655,1677118,1058760,FLEETCOR TECHNOLOGIES INC,Chairman/President/CEO,CAUCASIAN/WHITE,12/15/10,,Executive Director,1,Yes
779,52,GPN,GLOBAL PAYMENTS INC,141913,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,261,13417,1076347,GLOBAL PAYMENTS INC,CEO,CAUCASIAN/WHITE,6/30/14,6/1/23,Executive Director,1,Yes
780,53,ICE,INTERCONTINENTAL EXCHANGE,163610,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,616,815224,489174,INTERCONTINENTAL EXCHANGE INC (IntercontinentalExchange Group Inc prior to 05/2014),Chairman/CEO,CAUCASIAN/WHITE,11/1/02,,Executive Director,1,Yes
781,53,ICE,INTERCONTINENTAL EXCHANGE,163610,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,668,1806144,1194094,CANLAN ICE SPORTS CORP (Canlan Investment Ltd prior to 08/1999),President/CEO,CAUCASIAN/WHITE,3/6/09,,Executive Director,1,Yes
782,54,IVZ,INVESCO LTD,29804,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,29,2129,36584,INVESCO LTD (Invesco PLC prior to 12/2007),President/CEO,CAUCASIAN/WHITE,8/1/05,6/30/23,Executive Director,1,Yes
783,56,NSC,NORFOLK SOUTHERN CORP,7923,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,395,22412,534106,NORFOLK SOUTHERN CORP,Chairman/President/CEO,CAUCASIAN/WHITE,10/1/15,12/1/21,Executive Director,1,Yes
784,57,NWL,NEWELL BRANDS INC,7875,1,2Bermiss,,,,,,,,Yes,,,,,,0,0,392,22048,447647,NEWELL BRANDS INC (Newell Rubbermaid Inc prior to 04/2016),President/CEO,INDIAN/SOUTH ASIAN,10/2/19,5/5/22,Executive Director,1,Yes
785,58,PHM,PULTEGROUP INC,8823,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,455,25407,1308442,PULTEGROUP INC,President/CEO,CAUCASIAN/WHITE,9/8/16,,Executive Director,1,Yes
786,59,ROL,ROLLINS INC,9225,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,476,26519,141669,ROLLINS INC,Vice Chairman/CEO,CAUCASIAN/WHITE,1/22/13,8/25/20,Executive Director,1,Yes
787,59,ROL,ROLLINS INC,9225,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,475,26519,44241,ROLLINS INC,Chairman,CAUCASIAN/WHITE,7/24/01,8/17/20,Executive Director,0,Yes
788,62,WRK,WESTROCK CO,29830,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,704,2302775,325766,WESTROCK CO,President/CEO,CAUCASIAN/WHITE,7/1/15,3/15/21,Executive Director,1,Yes
789,63,JKHY,HENRY (JACK) & ASSOCIATES,11811,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,272,14668,836736,JACK HENRY & ASSOCIATES INC,President/CEO,CAUCASIAN/WHITE,7/1/17,7/1/21,Executive Director,1,Yes
790,64,IQV,IQVIA HOLDINGS INC,17928,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,678,1951118,33049,IQVIA HOLDINGS INC (Quintiles IMS Holdings Inc prior to 11/2017),Chairman/President/CEO,CAUCASIAN/WHITE,10/3/16,,Executive Director,1,Yes
791,65,DXC,DXC TECHNOLOGY CO,3336,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,144,7584,205612,DXC TECHNOLOGY CO (Computer Sciences Corp prior to 04/2017),President/CEO,CAUCASIAN/WHITE,9/12/19,7/26/22,Executive Director,1,Yes
792,66,FANG,DIAMONDBACK ENERGY INC,170750,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,675,1895607,1277021,DIAMONDBACK ENERGY INC,CEO,CAUCASIAN/WHITE,1/1/17,2/22/22,Executive Director,1,Yes
793,67,MO,ALTRIA GROUP INC,8543,0,2Bermiss,,,,,,,,No,,,,,,0,0,,,,,,CAUCASIAN/WHITE,,,,0,No
794,67,MO,ALTRIA GROUP INC,8543,0,3BoardEx,,,,,,,,No,,,,,,0,0,,,,,,CAUCASIAN/WHITE,,,,0,No
795,68,PFG,PRINCIPAL FINANCIAL GRP INC,145701,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,445,25087,333969,PRINCIPAL FINANCIAL GROUP INC,Chairman/President/CEO,CAUCASIAN/WHITE,5/17/16,,Executive Director,1,Yes
796,69,COF,CAPITAL ONE FINANCIAL CORP,30990,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,101,5734,48786,CAPITAL ONE FINANCIAL CORP,Chairman/CEO,CAUCASIAN/WHITE,4/24/03,,Executive Director,1,Yes
797,70,GD,GENERAL DYNAMICS CORP,5046,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,252,12984,45561,GENERAL DYNAMICS CORP,Chairman/CEO,CAUCASIAN/WHITE,1/1/13,,Executive Director,1,Yes
798,71,HLT,HILTON WORLDWIDE HOLDINGS,5643,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,693,2022926,180239,HILTON WORLDWIDE HOLDINGS INC,President/CEO,CAUCASIAN/WHITE,12/12/13,,Executive Director,1,Yes
799,71,HLT,HILTON WORLDWIDE HOLDINGS,5643,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,279,14812,85077,HILTON HOTELS CORP (De-listed 10/2007),Vice Chairman,CAUCASIAN/WHITE,1/1/96,,Executive Director,0,Yes
800,72,LDOS,LEIDOS HOLDINGS INC,165123,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,609,660090,881227,LEIDOS HOLDINGS INC (SAIC Inc prior to 09/2013),Chairman/CEO,CAUCASIAN/WHITE,3/20/15,5/3/23,Executive Director,1,Yes
801,73,NOC,NORTHROP GRUMMAN CORP,7985,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,398,22521,1255302,NORTHROP GRUMMAN CORP,Chair/President/CEO,CAUCASIAN/WHITE,8/1/19,,Executive Director,1,Yes
802,74,VRSN,VERISIGN INC,66368,0,2Bermiss,,,,,,,,No,,,,,,0,0,,,,,,CAUCASIAN/WHITE,,,,0,No
803,74,VRSN,VERISIGN INC,66368,0,3BoardEx,,,,,,,,No,,,,,,0,0,,,,,,CAUCASIAN/WHITE,,,,0,No
804,75,ZBH,ZIMMER BIOMET HOLDINGS INC,144559,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,576,34134,1119554,ZIMMER BIOMET HOLDINGS INC (Zimmer Holdings Inc prior to 06/2015),President/CEO,CAUCASIAN/WHITE,12/19/17,5/14/21,Executive Director,1,Yes
805,76,LEG,LEGGETT & PLATT INC,6649,0,2Bermiss,,,,,,,,No,,,,,,0,0,,,,,,CAUCASIAN/WHITE,,,,0,No
806,76,LEG,LEGGETT & PLATT INC,6649,0,3BoardEx,,,,,,,,No,,,,,,0,0,,,,,,CAUCASIAN/WHITE,,,,0,No
807,77,LEG,LEGGETT & PLATT INC,6649,0,2Bermiss,,,,,,,,No,,,,,,0,0,,,,,,CAUCASIAN/WHITE,,,,0,No
808,77,LEG,LEGGETT & PLATT INC,6649,0,3BoardEx,,,,,,,,No,,,,,,0,0,,,,,,CAUCASIAN/WHITE,,,,0,No
809,78,AES,AES CORP (THE),24216,1,2Bermiss,,,,,,,,Yes,,,,,,0,0,6,979,452889,AES CORP,President/CEO,HISPANIC/LATIN AMERICAN,9/30/11,,Executive Director,1,Yes
810,79,AVB,AVALONBAY COMMUNITIES INC,29875,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,45,3169,204883,AVALONBAY COMMUNITIES INC,Chairman/President/CEO,CAUCASIAN/WHITE,5/22/13,2/1/21,Executive Director,1,Yes
811,80,POOL,POOL CORP,61420,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,489,27358,1351667,POOL CORP (SCP Pool prior to 05/2006),President/CEO,CAUCASIAN/WHITE,7/31/19,,Executive Director,1,Yes
812,81,D,DOMINION ENERGY INC,4029,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,186,9491,36934,DOMINION ENERGY INC (Dominion Resources Inc (Virginia) prior to 05/2017),Chairman/President/CEO,CAUCASIAN/WHITE,4/27/07,10/1/20,Executive Director,1,Yes
813,82,MPC,MARATHON PETROLEUM CORP,186989,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,645,1604377,2121957,MADISON PACIFIC PROPERTIES INC,President/CEO,CAUCASIAN/WHITE,11/1/12,7/17/23,Executive Director,1,Yes
814,83,SJM,SMUCKER (JM) CO,9777,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,499,28325,548682,J. M. SMUCKER CO (THE),President/CEO,CAUCASIAN/WHITE,5/1/16,8/17/22,Executive Director,1,Yes
