"1coid","tic.x","1conm_x","2Company","3CompanyName","gvkey","1ceo_minority","1ethnicity (from boardex)","ceo_name","2DirectorName","2First","2Last","3FirstName","3LastName","1ceo_race(black)","2BE","3RoleType","3RoleName","3Seniority","2020_Active","2020_Active_May26_Dec31","2020_CEO_Change","2020_2CEOs","2Female","2Gender","2AnnDate","2EndDate","3DateStartRole","3DateEndRole","X3num","X3CompanyID","X3DirectorID","2num","2permno","2Confounded","2Interim","obs","tic.y","conm_x","CrossVerified_ExecType","DirectorName","Ethnicity","Race(black)","BE_fromBermissData","Actual_Bermiss_discrepancy","Minority","Gender","Female","Num_Black_TMT","Active2020","CEO_Appointment_date_within_2020","DirectorName_source"
274,"MTCH","MATCH GROUP INC",NA,"MATCH GROUP INC (IAC InterActiveCorp prior to 07/2020)","26061",1,"INDIAN/SOUTH ASIAN","Joey Levin",NA,NA,NA,"Joey","Levin",NA,NA,"CEO","CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"6/24/15","6/30/20",329,32019,641282,NA,NA,NA,NA,283,"MTCH","MATCH GROUP INC","CEO","Joey Levin","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
275,"PXD","PIONEER NATURAL RESOURCES CO",NA,"PIONEER NATURAL RESOURCES CO","14359",0,"CAUCASIAN/WHITE","Scott Sheffield",NA,NA,NA,"Scott","Sheffield",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"2/21/19","1/1/21",404,24506,66062,NA,NA,NA,NA,348,"PXD","PIONEER NATURAL RESOURCES CO","CEO","Scott Sheffield","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
276,"T","AT&T INC",NA,"AT&T INC (SBC Communications Inc prior to 11/2005)","9899",0,"CAUCASIAN/WHITE","Randall Stephenson Jr",NA,NA,NA,"Randall","Stephenson Jr",NA,NA,"CEO","Chairman/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"10/1/19","7/1/20",450,27163,33072,NA,NA,NA,NA,39,"T","AT&T INC","CEO","John Stankey","Caucasian/White",0,1,1,0,"M",0,2,"Yes","Started in 7/1/2020","BoardEx"
276,"T","AT&T INC",NA,"AT&T INC (SBC Communications Inc prior to 11/2005)","9899",0,"CAUCASIAN/WHITE","Randall Stephenson Jr",NA,NA,NA,"Randall","Stephenson Jr",NA,NA,"CEO","Chairman/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"10/1/19","7/1/20",450,27163,33072,NA,NA,NA,NA,40,"T","AT&T INC","CEO","Randall Stephenson Jr","Caucasian/White",0,1,1,0,"M",0,2,"Yes","Retired in 6/30/2020","BoardEx"
276,"T","AT&T INC",NA,"AT&T INC (SBC Communications Inc prior to 11/2005)","9899",0,"CAUCASIAN/WHITE","Randall Stephenson Jr",NA,NA,NA,"Randall","Stephenson Jr",NA,NA,"CEO","Chairman/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"10/1/19","7/1/20",450,27163,33072,NA,NA,NA,NA,414,"TU","TELUS CORP","CEO","Darren Entwistle","Caucasian/White",0,1,1,0,"M",0,2,"Yes",NA,"BoardEx"
277,"TXN","TEXAS INSTRUMENTS INC",NA,"TEXAS INSTRUMENTS INC","10499",0,"CAUCASIAN/WHITE","Rich Templeton",NA,NA,NA,"Rich","Templeton",NA,NA,"CEO","Chairman/President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"7/17/18","4/1/23",469,30509,13520,NA,NA,NA,NA,417,"TXN","TEXAS INSTRUMENTS INC","CEO","Rich Templeton","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
278,"XOM","EXXON MOBIL CORP",NA,"EXXON MOBIL CORP","4503",0,"CAUCASIAN/WHITE","Darren Woods",NA,NA,NA,"Darren","Woods",NA,NA,"CEO","Chairman/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"1/1/17",NA,513,11430,1253894,NA,NA,NA,NA,167,"XOM","EXXON MOBIL CORP","CEO","Darren Woods","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
279,"NKE","NIKE INC -CL B",NA,NA,"7906",0,"CAUCASIAN/WHITE",NA,NA,NA,NA,NA,NA,NA,NA,"CEO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280,"IDXX","IDEXX LABS INC",NA,"IDEXX LABORATORIES INC","24197",0,"CAUCASIAN/WHITE","Jonathan Mazelsky",NA,NA,NA,"Jonathan","Mazelsky",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"10/23/19",NA,232,15486,1254756,NA,NA,NA,NA,222,"IDXX","IDEXX LABS INC","CEO","Jonathan Mazelsky","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
281,"AWK","AMERICAN WATER WORKS CO INC",NA,NA,"179437",0,"CAUCASIAN/WHITE",NA,NA,NA,NA,NA,NA,NA,NA,"CEO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,"CPB","CAMPBELL SOUP CO",NA,"CAMPBELL SOUP CO","2663",0,"CAUCASIAN/WHITE","Mark Clouse",NA,NA,NA,"Mark","Clouse",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"1/22/19",NA,99,5620,1122227,NA,NA,NA,NA,70,"CPB","CAMPBELL SOUP CO","CEO","Mark Clouse","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
283,"KEY","KEYCORP",NA,"KEYCORP","9783",0,"CAUCASIAN/WHITE","Beth Mooney",NA,NA,NA,"Beth","Mooney",NA,NA,"CEO","Chairman/President/CEO","Executive Director",1,0,NA,NA,NA,NA,NA,NA,"5/1/11","5/1/20",263,17862,50551,NA,NA,NA,NA,251,"KEY","KEYCORP","CEO","Beth Mooney","Caucasian/White",0,1,1,0,"F",1,2,"Yes",NA,"BoardEx"
284,"PGR","PROGRESSIVE CORP-OHIO",NA,"PROGRESSIVE CORP (OHIO)","13341",0,"CAUCASIAN/WHITE","Tricia Griffith",NA,NA,NA,"Tricia","Griffith",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"7/1/16",NA,380,25199,40291,NA,NA,NA,NA,358,"PGR","PROGRESSIVE CORP-OHIO","CEO","Tricia Griffith","Caucasian/White",0,NA,0,0,"F",1,0,"Yes",NA,"BoardEx"
285,"PH","PARKER-HANNIFIN CORP",NA,"PARKER-HANNIFIN CORP","8358",0,"CAUCASIAN/WHITE","Tom Williams",NA,NA,NA,"Tom","Williams",NA,NA,"CEO","Chairman/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"1/1/16","1/1/23",382,23834,502142,NA,NA,NA,NA,336,"PH","PARKER-HANNIFIN CORP","CEO","Tom Williams","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
286,"SHW","SHERWIN-WILLIAMS CO",NA,"SHERWIN-WILLIAMS CO","9667",0,"CAUCASIAN/WHITE","John Morikis",NA,NA,NA,"John","Morikis",NA,NA,"CEO","Chairman/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"3/1/19","3/12/21",433,27786,60662,NA,NA,NA,NA,393,"SHW","SHERWIN-WILLIAMS CO","CEO","John Morikis","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
287,"TDG","TRANSDIGM GROUP INC",NA,"TRANSDIGM GROUP INC","148349",0,"CAUCASIAN/WHITE","Doctor Kevin Stein",NA,NA,NA,"Kevin","Stein",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"4/26/18",NA,453,818089,895408,NA,NA,NA,NA,420,"TDG","TRANSDIGM GROUP INC","CEO","Doctor Kevin Stein","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
289,"IBM","INTL BUSINESS MACHINES CORP",NA,NA,"6066",1,"INDIAN/SOUTH ASIAN",NA,NA,NA,NA,NA,NA,NA,NA,"CEO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290,"MA","MASTERCARD INC",NA,NA,"160225",1,"INDIAN/SOUTH ASIAN",NA,NA,NA,NA,NA,NA,NA,NA,"CEO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
291,"PEP","PEPSICO INC",NA,"PEPSICO INC","8479",1,"HISPANIC/LATIN AMERICAN","Ramon Laguarta",NA,NA,NA,"Ramon","Laguarta",NA,NA,"CEO","Chairman/President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"2/1/19",NA,377,24151,1304732,NA,NA,NA,NA,342,"PEP","PEPSICO INC","CEO","Ramon Laguarta","Hispanic/Latino",0,NA,0,1,"M",0,0,"Yes",NA,"BoardEx"
292,"REGN","REGENERON PHARMACEUTICALS",NA,"REGENERON PHARMACEUTICALS INC","23812",0,"CAUCASIAN/WHITE","Doctor Len Schleifer",NA,NA,NA,"Len","Schleifer",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"1/1/94","6/9/23",412,25954,201093,NA,NA,NA,NA,376,"REGN","REGENERON PHARMACEUTICALS","CEO","Doctor Len Schleifer","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
293,"XYL","XYLEM INC",NA,"XYLEM INC","189491",0,"CAUCASIAN/WHITE","Patrick Decker",NA,NA,NA,"Patrick","Decker",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"3/17/14","12/31/23",517,1731107,598774,NA,NA,NA,NA,468,"XYL","XYLEM INC","CEO","Patrick Decker","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
294,"DD","DUPONT DE NEMOURS INC",NA,NA,"4060",0,"CAUCASIAN/WHITE",NA,NA,NA,NA,NA,NA,NA,NA,"CEO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
295,"INCY","INCYTE CORP",NA,"INCYTE CORP (Incyte Genomics prior to 03/2003)","29127",0,"PREFER NOT TO DISCLOSE","Herve Hoppenot",NA,NA,NA,"Herve","Hoppenot",NA,NA,"CEO","Chairman/President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"5/22/15","6/5/23",236,15783,1249099,NA,NA,NA,NA,225,"INCY","INCYTE CORP","CEO","Herve Hoppenot","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
296,"DTE","DTE ENERGY CO",NA,"DTE ENERGY CO","3897",0,"CAUCASIAN/WHITE","Jerry Norcia",NA,NA,NA,"Jerry","Norcia",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"7/1/19","5/5/22",137,9693,534436,NA,NA,NA,NA,137,"DTE","DTE ENERGY CO","CEO","Jerry Norcia","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
297,"F","FORD MOTOR CO",NA,"FORD MOTOR CO","4839",0,"CAUCASIAN/WHITE","Jim Hackett",NA,NA,NA,"Jim","Hackett",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"5/22/17","10/1/20",176,12262,34156,NA,NA,NA,NA,174,"F","FIORE GOLD LTD (Fiore Exploration Ltd prior to 09/2017) (De-listed 01/2022)","CEO","Tim Warman","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
297,"F","FORD MOTOR CO",NA,"FORD MOTOR CO","4839",0,"CAUCASIAN/WHITE","Jim Hackett",NA,NA,NA,"Jim","Hackett",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"5/22/17","10/1/20",176,12262,34156,NA,NA,NA,NA,181,"F","FORD MOTOR CO","CEO","Jim Hackett","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
298,"GM","GENERAL MOTORS CO",NA,"GENERAL MOTORS CO","5073",0,"CAUCASIAN/WHITE","Mary Barra",NA,NA,NA,"Mary","Barra",NA,NA,"CEO","Chair/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"1/4/16",NA,202,1673114,892349,NA,NA,NA,NA,190,"GM","GENERAL MOTORS CO","CEO","Mary Barra","Caucasian/White",0,1,1,0,"F",1,1,"Yes",NA,"BoardEx"
299,"MAS","MASCO CORP",NA,"MASCO CORP","7085",0,"CAUCASIAN/WHITE","Keith Allman",NA,NA,NA,"Keith","Allman",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"2/14/14",NA,298,19758,1135450,NA,NA,NA,NA,282,"MAS","MASCO CORP","CEO","Keith Allman","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
300,"AOS","SMITH (A.O.)",NA,"SMITH (AO) CORP","9771",0,"CAUCASIAN/WHITE","Kevin Wheeler",NA,NA,NA,"Kevin","Wheeler",NA,NA,"CEO","President/CEO","Executive Director",1,0,NA,NA,NA,NA,NA,NA,"9/1/18","5/1/20",32,28304,1302544,NA,NA,NA,NA,397,"AOS","SMITH (A.O.)","CEO","Kevin Wheeler","Caucasian/White",0,NA,0,0,"M",0,0,"No",NA,"BoardEx"
301,"ROK","ROCKWELL AUTOMATION",NA,"ROCKWELL AUTOMATION INC","9203",0,"CAUCASIAN/WHITE","Blake Moret",NA,NA,NA,"Blake","Moret",NA,NA,"CEO","Chairman/President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"1/1/18",NA,420,26468,1108705,NA,NA,NA,NA,381,"ROK","ROCKWELL AUTOMATION","CEO","Blake Moret","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
302,"WEC","WEC ENERGY GROUP INC",NA,"WEC ENERGY GROUP INC (Wisconsin Energy Corp prior to 06/2015)","11550",0,"CAUCASIAN/WHITE","Kevin Fletcher",NA,NA,NA,"Kevin","Fletcher",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"2/1/19","2/1/22",499,33607,885203,NA,NA,NA,NA,454,"WEC","WEC ENERGY GROUP INC","CEO","Kevin Fletcher","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
303,"CHD","CHURCH & DWIGHT INC",NA,"CHURCH & DWIGHT CO INC","3026",0,"CAUCASIAN/WHITE","Matthew Farrell",NA,NA,NA,"Matthew","Farrell",NA,NA,"CEO","Chairman/President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"5/2/19",NA,80,6779,336620,NA,NA,NA,NA,89,"CHD","CHURCH & DWIGHT INC","CEO","Matthew Farrell","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
304,"AMP","AMERIPRISE FINANCIAL INC",NA,"AMERIPRISE FINANCIAL INC","164708",0,"CAUCASIAN/WHITE","Jim Cracchiolo",NA,NA,NA,"Jim","Cracchiolo",NA,NA,"CEO","Chairman/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"9/30/05",NA,28,667645,33676,NA,NA,NA,NA,25,"AMP","AMERIPRISE FINANCIAL INC","CEO","Jim Cracchiolo","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
306,"CHRW","C H ROBINSON WORLDWIDE INC",NA,"CH ROBINSON WORLDWIDE INC","65609",0,"CAUCASIAN/WHITE","Bob Biesterfeld Jr",NA,NA,NA,"Bob","Biesterfeld Jr",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"5/9/19","12/31/22",81,6438,1656763,NA,NA,NA,NA,67,"CHRW","C H ROBINSON WORLDWIDE INC","CEO","Bob Biesterfeld Jr","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
308,"TGT","TARGET CORP",NA,"TARGET CORP","3813",0,"CAUCASIAN/WHITE","Bill Andres",NA,NA,NA,"Bill","Andres",NA,NA,"CEO","Chairman/CEO","Executive Director",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,458,29978,34696,NA,NA,NA,NA,412,"TGT","TARGET CORP","CEO","Brian Cornell","Caucasian/White",0,1,1,0,"M",0,1,"Yes",NA,"BoardEx"
308,"TGT","TARGET CORP",NA,"TARGET CORP","3813",0,"CAUCASIAN/WHITE","Brian Cornell",NA,NA,NA,"Brian","Cornell",NA,NA,"CEO","Chair/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"8/12/14",NA,459,29978,310363,NA,NA,NA,NA,412,"TGT","TARGET CORP","CEO","Brian Cornell","Caucasian/White",0,1,1,0,"M",0,1,"Yes",NA,"BoardEx"
309,"UNH","UNITEDHEALTH GROUP INC",NA,"UNITEDHEALTH GROUP INC","10903",0,"CAUCASIAN/WHITE","Dave Wichmann",NA,NA,NA,"Dave","Wichmann",NA,NA,"CEO","CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"9/1/17","2/4/21",476,32107,333999,NA,NA,NA,NA,434,"UNH","UNITEDHEALTH GROUP INC","CEO","Dave Wichmann","Caucasian/White",0,1,1,0,"M",0,1,"Yes",NA,"BoardEx"
310,"USB","US BANCORP",NA,"US BANCORP","4723",0,"CAUCASIAN/WHITE","Andy Cecere",NA,NA,NA,"Andy","Cecere",NA,NA,"CEO","Chairman/President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"4/17/18",NA,481,31946,34167,NA,NA,NA,NA,437,"USB","US BANCORP","CEO","Andy Cecere","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
311,"XEL","XCEL ENERGY INC",NA,NA,"7977",0,"CAUCASIAN/WHITE",NA,NA,NA,NA,NA,NA,NA,NA,"CEO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312,"ADI","ANALOG DEVICES INC",NA,"ANALOG DEVICES INC","1632",0,"CAUCASIAN/WHITE","Vincent Roche",NA,NA,NA,"Vincent","Roche",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"5/6/13","3/9/22",9,2145,35469,NA,NA,NA,NA,29,"ADI","ANALOG DEVICES INC","CEO","Vincent Roche","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
313,"AKAM","AKAMAI TECHNOLOGIES INC",NA,"AKAMAI TECHNOLOGIES INC","125595",0,"CAUCASIAN/WHITE","Doctor Tom Leighton",NA,NA,NA,"Tom","Leighton",NA,NA,"CEO","CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"1/1/13",NA,19,1221,183176,NA,NA,NA,NA,11,"AKAM","AKAMAI TECHNOLOGIES INC","CEO","Doctor Tom Leighton","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
314,"BIIB","BIOGEN INC",NA,"BIOGEN INC (Biogen Idec Inc prior to 03/2015)","24468",0,"CAUCASIAN/WHITE","Michel Vounatsos",NA,NA,NA,"Michel","Vounatsos",NA,NA,"CEO","CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"1/6/17","11/14/22",53,440155,1694109,NA,NA,NA,NA,57,"BIIB","BIOGEN INC","CEO","Michel Vounatsos","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
315,"BSX","BOSTON SCIENTIFIC CORP",NA,"BOSTON SCIENTIFIC CORP","25279",0,"CAUCASIAN/WHITE","Mike Mahoney",NA,NA,NA,"Mike","Mahoney",NA,NA,"CEO","Chairman/President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"5/3/16",NA,61,4865,879252,NA,NA,NA,NA,62,"BSX","BOSTON SCIENTIFIC CORP","CEO","Mike Mahoney","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
316,"HOLX","HOLOGIC INC",NA,"HOLOGIC INC","20904",0,"CAUCASIAN/WHITE","Steve MacMillan",NA,NA,NA,"Steve","MacMillan",NA,NA,"CEO","Chairman/President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"6/16/15",NA,220,14967,41481,NA,NA,NA,NA,210,"HOLX","HOLOGIC INC","CEO","Steve MacMillan","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
317,"KDP","KEURIG DR PEPPER INC",NA,"KEURIG DR PEPPER INC (Dr Pepper Snapple Group Inc prior to 07/2018)","28877",0,"CAUCASIAN/WHITE","Bob Gamgort Jr",NA,NA,NA,"Bob","Gamgort Jr",NA,NA,"CEO","Chairman/President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"1/13/19","7/29/22",262,1057037,989294,NA,NA,NA,NA,250,"KDP","KEURIG DR PEPPER INC","CEO","Bob Gamgort Jr","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
318,"MRNA","MODERNA INC",NA,"MODERNA INC","34410",0,"CAUCASIAN/WHITE","Stephane Bancel",NA,NA,NA,"Stephane","Bancel",NA,NA,"CEO","CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"12/7/18",NA,320,2959246,507530,NA,NA,NA,NA,299,"MRNA","MODERNA INC","CEO","Stephane Bancel","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
319,"PKI","PERKINELMER INC",NA,"PARKLAND CORP (Parkland Fuel Corp prior to 05/2020)","4145",1,"INDIAN/SOUTH ASIAN","Prahlad Singh",NA,NA,NA,"Prahlad","Singh",0,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"12/1/19",NA,385,1719568,1248755,NA,NA,NA,NA,343,"PKI","PERKINELMER INC","CEO","Bob Espey","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
320,"PODD","INSULET CORP",NA,"INSULET CORPORATION","177227",0,"CAUCASIAN/WHITE","Shacey Petrovic",NA,NA,NA,"Shacey","Petrovic",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"1/1/19","6/1/22",392,862492,1519215,NA,NA,NA,NA,228,"PODD","INSULET CORP","CEO","Shacey Petrovic","Caucasian/White",0,NA,0,0,"F",1,0,"Yes",NA,"BoardEx"
322,"RTX","RAYTHEON TECHNOLOGIES CORP",NA,NA,"10983",0,"CAUCASIAN/WHITE",NA,NA,NA,NA,NA,NA,NA,NA,"CEO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323,"TER","TERADYNE INC",NA,"TERADYNE INC","10453",0,"CAUCASIAN/WHITE","Mark Jagiela",NA,NA,NA,"Mark","Jagiela",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"2/1/14","7/1/22",454,30437,488571,NA,NA,NA,NA,415,"TER","TERADYNE INC","CEO","Mark Jagiela","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
324,"TJX","TJX COS INC (THE)",NA,"TJX COS INC","11672",0,"CAUCASIAN/WHITE","Ernie Herrman",NA,NA,NA,"Ernie","Herrman",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"1/31/16",NA,460,30801,540575,NA,NA,NA,NA,419,"TJX","TJX COS INC (THE)","CEO","Ernie Herrman","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
325,"TMO","THERMO FISHER SCIENTIFIC INC",NA,NA,"10530",0,"CAUCASIAN/WHITE",NA,NA,NA,NA,NA,NA,NA,NA,"CEO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
326,"ARE","ALEXANDRIA R E EQUITIES INC",NA,NA,"64821",0,"CAUCASIAN/WHITE","Peter Moglia",NA,NA,NA,"Peter","Moglia",0,NA,"CEO","Co-CEO/CIO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"4/1/18",NA,36,72259,1206037,NA,NA,NA,NA,13,"ARE","ALEXANDRIA R E EQUITIES INC","CEO","Jean-Louis Servranckx","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
326,"ARE","ALEXANDRIA R E EQUITIES INC",NA,NA,"64821",0,"CAUCASIAN/WHITE","Stephen Richardson",NA,NA,NA,"Stephen","Richardson",0,NA,"CEO","Co-CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"4/1/18","7/1/22",36,72259,1206037,NA,NA,NA,NA,13,"ARE","ALEXANDRIA R E EQUITIES INC","CEO","Jean-Louis Servranckx","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
327,"ATVI","ACTIVISION BLIZZARD INC",NA,"ACTIVISION BLIZZARD INC (De-listed 10/2023)","180405",0,"CAUCASIAN/WHITE","Bobby Kotick",NA,NA,NA,"Bobby","Kotick",NA,NA,"CEO","CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"6/26/17","10/13/23",38,725,69696,NA,NA,NA,NA,4,"ATVI","ACTIVISION BLIZZARD INC","CEO","Bobby Kotick","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
328,"AVY","AVERY DENNISON CORP",NA,"AVERY DENNISON CORP","1913",0,"CAUCASIAN/WHITE","Mitch Butier",NA,NA,NA,"Mitch","Butier",NA,NA,"CEO","Chairman/President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"4/25/19","2/28/22",41,3210,530989,NA,NA,NA,NA,46,"AVY","AVERY DENNISON CORP","CEO","Mitch Butier","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
329,"DIS","DISNEY (WALT) CO",NA,NA,"3980",0,"CAUCASIAN/WHITE",NA,NA,NA,NA,NA,NA,NA,NA,"CEO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
330,"EIX","EDISON INTERNATIONAL",NA,"EDISON INTERNATIONAL","9846",1,"HISPANIC/LATIN AMERICAN","Pedro Pizarro",NA,NA,NA,"Pedro","Pizarro",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"9/30/16",NA,151,10130,791001,NA,NA,NA,NA,143,"EIX","EDISON INTERNATIONAL","CEO","Pedro Pizarro","Hispanic/Latino",0,NA,0,1,"M",0,0,"Yes",NA,"BoardEx"
